date,L,rho_bar,absorption_ratio,index_vol
2015-10-02,16.561844863731658,70.85953878406708,93.29140461215934,78.40670859538784
2015-10-09,16.736401673640167,74.26778242677824,93.30543933054393,80.1255230125523
2015-10-16,16.910229645093946,75.15657620041753,93.52818371607515,80.58455114822547
2015-10-23,17.083333333333332,75.20833333333333,93.54166666666667,81.04166666666667
2015-10-30,17.255717255717258,73.8045738045738,91.8918918918919,81.4968814968815
2015-11-06,17.42738589211618,69.91701244813278,90.24896265560166,81.53526970954357
2015-11-13,22.77432712215321,68.11594202898551,88.19875776397515,81.57349896480332
2015-11-20,22.933884297520663,65.49586776859503,86.77685950413223,80.99173553719008
2015-11-27,36.907216494845365,46.18556701030928,81.64948453608247,72.57731958762886
2015-12-04,28.39506172839506,26.954732510288064,73.66255144032921,60.90534979423868
2015-12-11,39.83572895277207,23.81930184804928,67.5564681724846,57.28952772073922
2015-12-18,39.959016393442624,23.565573770491806,62.909836065573764,57.377049180327866
2015-12-24,29.65235173824131,22.699386503067483,61.963190184049076,56.032719836400815
2015-12-31,35.91836734693877,22.448979591836736,59.183673469387756,55.91836734693878
2016-01-08,31.364562118126273,23.421588594704684,59.063136456211815,57.63747454175153
2016-01-15,31.50406504065041,23.577235772357724,59.14634146341463,57.72357723577236
2016-01-22,25.963488843813387,25.963488843813387,66.12576064908721,62.47464503042597
2016-01-29,26.113360323886642,30.5668016194332,70.8502024291498,64.97975708502024
2016-02-05,37.57575757575757,34.14141414141414,73.53535353535354,68.08080808080808
2016-02-12,68.54838709677419,41.733870967741936,76.81451612903226,70.56451612903226
2016-02-19,80.08048289738431,45.47283702213279,78.06841046277665,72.23340040241449
2016-02-26,82.53012048192771,46.787148594377506,79.51807228915662,72.69076305220884
2016-03-04,85.37074148296593,45.49098196392786,80.96192384769539,74.14829659318637
2016-03-11,86.2,46.400000000000006,81.8,75.8
2016-03-18,86.22754491017965,45.90818363273453,81.83632734530939,75.84830339321357
2016-03-24,86.45418326693228,42.23107569721115,81.07569721115537,73.10756972111554
2016-04-01,88.27037773359841,39.761431411530815,80.9145129224652,70.77534791252485
2016-04-08,91.26984126984127,38.095238095238095,78.57142857142857,69.04761904761905
2016-04-15,91.2871287128713,35.84158415841584,75.04950495049505,67.52475247524752
2016-04-22,85.96837944664031,30.8300395256917,69.76284584980237,62.25296442687747
2016-04-29,73.57001972386587,24.06311637080868,66.07495069033531,55.818540433925044
2016-05-06,69.48818897637796,20.078740157480315,61.811023622047244,50.0
2016-05-13,72.88801571709233,16.699410609037326,57.95677799607073,42.63261296660118
2016-05-20,71.76470588235294,14.705882352941178,52.74509803921569,32.15686274509804
2016-05-27,71.81996086105676,10.567514677103718,46.1839530332681,23.483365949119374
2016-06-03,50.78125,9.1796875,38.671875,15.234375
2016-06-10,33.91812865497076,7.017543859649122,29.434697855750485,10.916179337231968
2016-06-17,16.536964980544745,6.031128404669261,22.37354085603113,9.14396887159533
2016-06-24,16.699029126213592,6.213592233009709,22.52427184466019,9.320388349514563
2016-07-01,16.86046511627907,8.333333333333332,37.4031007751938,20.73643410852713
2016-07-08,17.02127659574468,14.70019342359768,68.8588007736944,41.77949709864603
2016-07-15,17.18146718146718,19.884169884169882,76.44787644787645,47.87644787644788
2016-07-22,68.20809248554913,21.001926782273603,78.22736030828517,48.16955684007707
2016-07-29,95.76923076923077,21.153846153846153,78.26923076923077,48.26923076923077
2016-08-05,99.61612284069098,20.72936660268714,78.88675623800384,47.60076775431862
2016-08-12,100.0,19.923371647509576,77.58620689655173,44.6360153256705
2016-08-19,100.0,20.076481835564053,77.05544933078394,40.53537284894838
2016-08-26,100.0,20.99236641221374,79.38931297709924,37.02290076335878
2016-09-02,100.0,22.666666666666664,80.38095238095238,35.42857142857142
2016-09-09,99.42965779467681,25.665399239543724,82.31939163498099,35.551330798479086
2016-09-16,99.05123339658444,28.46299810246679,85.38899430740038,40.22770398481973
2016-09-23,98.86363636363636,28.59848484848485,85.41666666666666,40.340909090909086
2016-09-30,98.29867674858222,27.977315689981097,78.63894139886578,25.14177693761815
2016-10-07,95.66037735849056,25.09433962264151,64.90566037735849,9.811320754716983
2016-10-14,92.09039548022598,23.728813559322035,62.14689265536724,8.47457627118644
2016-10-21,87.21804511278195,23.872180451127818,61.65413533834586,8.082706766917292
2016-10-28,87.2420262664165,23.639774859287055,57.78611632270169,8.067542213883677
2016-11-04,87.26591760299625,24.531835205992508,55.61797752808989,8.614232209737828
2016-11-11,90.46728971962617,24.67289719626168,56.44859813084112,8.97196261682243
2016-11-18,93.28358208955224,16.977611940298505,59.32835820895522,14.365671641791044
2016-11-25,94.78584729981378,11.91806331471136,63.50093109869647,20.297951582867785
2016-12-02,96.46840148698885,11.524163568773234,66.35687732342006,21.933085501858738
2016-12-09,98.88682745825604,10.018552875695732,62.52319109461967,22.07792207792208
2016-12-16,99.07407407407408,5.0,36.851851851851855,12.592592592592592
2016-12-23,99.26062846580407,1.8484288354898337,18.853974121996302,6.839186691312385
2016-12-30,99.2619926199262,0.9225092250922509,16.605166051660518,6.088560885608856
2017-01-06,98.71086556169429,0.7366482504604052,14.548802946593002,5.893186003683241
2017-01-13,98.52941176470588,0.5514705882352942,13.786764705882353,5.88235294117647
2017-01-20,97.9816513761468,0.1834862385321101,12.293577981651376,4.587155963302752
2017-01-27,97.98534798534799,0.18315018315018314,11.355311355311356,4.761904761904762
2017-02-03,98.90310786106032,0.18281535648994515,9.87202925045704,4.570383912248629
2017-02-10,100.0,0.18248175182481752,8.75912408759124,3.4671532846715327
2017-02-17,100.0,0.18214936247723132,5.46448087431694,1.2750455373406193
2017-02-24,100.0,0.18181818181818182,4.7272727272727275,0.5454545454545455
2017-03-03,99.8185117967332,0.5444646098003629,4.900181488203267,0.7259528130671506
2017-03-10,99.27536231884058,2.898550724637681,5.253623188405797,0.18115942028985507
2017-03-17,98.01084990958408,6.50994575045208,5.605786618444846,0.18083182640144665
2017-03-24,95.30685920577618,7.039711191335741,5.776173285198556,1.8050541516245486
2017-03-31,90.27027027027027,7.207207207207207,6.126126126126126,0.9009009009009009
2017-04-07,90.28776978417267,7.553956834532374,6.654676258992806,1.618705035971223
2017-04-13,90.48473967684022,7.719928186714542,7.1813285457809695,1.9748653500897666
2017-04-21,94.6236559139785,8.064516129032258,7.347670250896058,2.1505376344086025
2017-04-28,96.42218246869409,8.586762075134168,7.8711985688729875,2.6833631484794274
2017-05-05,95.89285714285715,8.928571428571429,8.035714285714286,3.214285714285714
2017-05-12,96.96969696969697,9.090909090909092,7.130124777183601,3.3868092691622103
2017-05-19,97.50889679715303,9.430604982206406,7.295373665480427,3.558718861209965
2017-05-26,97.86856127886323,8.52575488454707,8.52575488454707,4.7957371225577266
2017-06-02,97.87234042553192,8.51063829787234,10.99290780141844,5.673758865248227
2017-06-09,98.4070796460177,8.672566371681416,11.150442477876107,5.84070796460177
2017-06-16,98.58657243816255,6.713780918727916,6.713780918727916,5.123674911660777
2017-06-23,97.70723104056437,2.9982363315696645,5.64373897707231,3.7037037037037033
2017-06-30,96.65492957746478,2.640845070422535,5.809859154929577,3.873239436619718
2017-07-07,90.50966608084359,2.8119507908611596,6.151142355008787,5.448154657293498
2017-07-14,72.63157894736842,3.508771929824561,9.12280701754386,6.842105263157896
2017-07-21,50.61295971978984,3.677758318739054,11.38353765323993,7.005253940455342
2017-07-28,49.65034965034965,2.6223776223776225,11.888111888111888,6.118881118881119
2017-08-04,51.48342059336824,2.2687609075043627,11.518324607329843,3.4904013961605584
2017-08-11,73.5191637630662,2.0905923344947737,10.452961672473867,3.484320557491289
2017-08-18,78.78260869565217,2.2608695652173916,9.043478260869566,3.6521739130434785
2017-08-25,84.89583333333334,2.7777777777777777,7.118055555555555,6.076388888888888
2017-09-01,87.69497400346621,4.332755632582322,7.105719237435008,7.625649913344887
2017-09-08,90.3114186851211,5.709342560553633,7.26643598615917,8.304498269896193
2017-09-15,90.32815198618307,6.390328151986183,6.7357512953367875,9.153713298791018
2017-09-22,93.79310344827586,6.551724137931035,6.551724137931035,9.310344827586208
2017-09-29,95.00860585197934,5.163511187607573,5.335628227194492,8.089500860585199
2017-10-06,97.42268041237114,2.0618556701030926,3.7800687285223367,5.326460481099656
2017-10-13,97.42710120068611,1.0291595197255576,3.6020583190394513,2.7444253859348198
2017-10-20,94.52054794520548,0.8561643835616438,3.4246575342465753,2.2260273972602738
2017-10-27,94.52991452991452,1.0256410256410255,3.418803418803419,2.3931623931623935
2017-11-03,98.63481228668942,0.5119453924914675,3.4129692832764507,1.877133105802048
2017-11-10,100.0,0.17035775127768313,3.2367972742759794,0.17035775127768313
2017-11-17,100.0,0.17006802721088435,2.7210884353741496,0.17006802721088435
2017-11-24,100.0,0.1697792869269949,2.2071307300509337,0.1697792869269949
2017-12-01,100.0,0.3389830508474576,2.3728813559322033,0.3389830508474576
2017-12-08,99.66159052453469,0.5076142131979695,3.0456852791878175,0.5076142131979695
2017-12-15,99.49324324324324,0.6756756756756757,3.3783783783783785,0.6756756756756757
2017-12-22,99.15682967959528,0.8431703204047217,3.709949409780776,0.8431703204047217
2017-12-29,98.98989898989899,1.1784511784511784,3.872053872053872,1.0101010101010102
2018-01-05,98.82352941176471,1.3445378151260505,4.033613445378151,1.1764705882352942
2018-01-12,98.48993288590604,1.5100671140939599,4.194630872483222,1.5100671140939599
2018-01-19,98.49246231155779,1.675041876046901,4.522613065326634,1.675041876046901
2018-01-26,98.49498327759197,1.839464882943144,4.849498327759197,1.839464882943144
2018-02-02,97.8297161936561,2.003338898163606,5.175292153589315,2.003338898163606
2018-02-09,94.16666666666667,5.833333333333333,6.5,10.333333333333334
2018-02-16,75.20798668885192,19.633943427620633,20.632279534109816,40.432612312811976
2018-02-23,14.950166112956811,36.87707641196013,54.48504983388705,64.95016611295681
2018-03-02,15.091210613598674,40.46434494195688,55.38971807628524,66.66666666666666
2018-03-09,15.2317880794702,46.688741721854306,60.43046357615894,68.21192052980133
2018-03-16,15.37190082644628,54.87603305785124,65.45454545454545,70.24793388429752
2018-03-23,15.51155115511551,55.775577557755774,66.5016501650165,71.45214521452145
2018-03-29,28.00658978583196,57.001647446457994,70.67545304777595,73.31136738056013
2018-04-06,23.684210526315788,60.0328947368421,74.17763157894737,77.79605263157895
2018-04-13,29.720853858784896,64.20361247947454,78.65353037766832,82.10180623973727
2018-04-20,29.836065573770494,66.06557377049181,83.44262295081967,83.77049180327869
2018-04-27,29.950900163666123,66.12111292962356,84.45171849427169,83.9607201309329
2018-05-04,51.79738562091504,62.908496732026144,84.47712418300654,83.98692810457517
2018-05-11,54.32300163132137,57.58564437194127,78.14029363784665,80.75040783034257
2018-05-18,67.91530944625407,44.13680781758957,66.12377850162866,72.31270358306189
2018-05-25,62.926829268292686,36.91056910569105,52.19512195121951,67.96747967479675
2018-06-01,48.37662337662338,34.57792207792208,49.02597402597403,66.3961038961039
2018-06-08,50.72933549432739,29.821717990275527,43.43598055105348,64.6677471636953
2018-06-15,41.42394822006473,27.831715210355988,40.1294498381877,63.43042071197411
2018-06-22,41.51857835218094,26.009693053311793,39.4184168012924,63.004846526655896
2018-06-29,73.06451612903226,19.67741935483871,25.322580645161292,55.96774193548387
2018-07-06,85.99033816425121,14.492753623188406,14.492753623188406,36.07085346215781
2018-07-13,87.29903536977493,11.89710610932476,9.163987138263666,24.919614147909968
2018-07-20,87.31942215088283,9.951845906902086,8.186195826645266,19.42215088282504
2018-07-27,90.5448717948718,9.455128205128204,7.051282051282051,16.185897435897438
2018-08-03,80.96,8.64,6.4,15.36
2018-08-10,82.9073482428115,5.7507987220447285,5.5910543130990416,14.696485623003195
2018-08-17,87.87878787878788,5.901116427432217,5.741626794258373,14.354066985645932
2018-08-24,82.80254777070064,4.2993630573248405,6.528662420382165,14.331210191082802
2018-08-31,83.6248012718601,3.97456279809221,6.995230524642289,12.559618441971383
2018-09-07,84.60317460317461,3.968253968253968,7.142857142857142,12.063492063492063
2018-09-14,87.48019017432647,3.9619651347068143,7.290015847860539,12.044374009508717
2018-09-21,92.24683544303798,3.9556962025316458,7.436708860759493,12.025316455696203
2018-09-28,96.2085308056872,2.527646129541864,6.31911532385466,9.794628751974724
2018-10-05,97.79179810725552,2.2082018927444795,5.3627760252365935,5.83596214511041
2018-10-12,97.79527559055119,2.3622047244094486,5.511811023622047,5.984251968503937
2018-10-19,97.79874213836479,7.232704402515723,8.176100628930817,15.566037735849056
2018-10-26,97.33124018838305,14.756671899529042,16.95447409733124,33.594976452119305
2018-11-02,96.08150470219435,18.025078369905955,32.758620689655174,50.313479623824456
2018-11-09,91.8622848200313,20.50078247261346,48.82629107981221,60.093896713615024
2018-11-16,90.3125,21.09375,49.84375,62.5
2018-11-23,87.98751950078002,21.8408736349454,48.205928237129484,64.58658346333853
2018-11-30,82.2429906542056,21.962616822429908,51.09034267912772,67.28971962616822
2018-12-07,70.60653188180405,23.48367029548989,54.12130637636081,70.60653188180405
2018-12-14,47.98136645962733,27.32919254658385,62.11180124223602,75.93167701863354
2018-12-21,45.58139534883721,30.077519379844965,69.30232558139535,79.37984496124031
2018-12-28,27.089783281733748,34.21052631578947,72.13622291021672,81.42414860681114
2019-01-04,27.202472952086552,40.49459041731067,78.97990726429676,87.01700154559505
2019-01-11,19.444444444444446,49.84567901234568,85.64814814814815,88.88888888888889
2019-01-18,14.637904468412943,52.85053929121726,85.67026194144837,89.06009244992296
2019-01-25,14.76923076923077,52.92307692307693,85.07692307692307,89.07692307692308
2019-02-01,14.90015360983103,54.53149001536099,82.18125960061444,88.0184331797235
2019-02-08,15.030674846625766,54.601226993865026,77.91411042944786,87.42331288343557
2019-02-15,15.160796324655438,55.895865237366,77.0290964777948,86.52373660030628
2019-02-22,15.29051987767584,55.81039755351682,76.60550458715596,85.93272171253822
2019-03-01,15.572519083969466,54.351145038167935,75.87786259541984,84.42748091603053
2019-03-08,23.628048780487802,54.268292682926834,75.60975609756098,82.6219512195122
2019-03-15,25.72298325722983,51.90258751902588,72.14611872146118,78.23439878234399
2019-03-22,25.835866261398177,50.455927051671736,68.54103343465046,73.86018237082067
2019-03-29,37.025796661608496,44.00606980273141,60.39453717754173,69.95447647951441
2019-04-05,50.0,31.212121212121215,35.303030303030305,58.78787878787879
2019-04-12,74.73524962178517,21.6338880484115,16.49016641452345,38.88048411497731
2019-04-18,82.77945619335347,17.82477341389728,10.27190332326284,24.622356495468278
2019-04-26,85.67119155354449,16.440422322775262,8.295625942684765,21.116138763197586
2019-05-03,85.8433734939759,14.909638554216867,7.83132530120482,16.415662650602407
2019-05-10,85.86466165413535,15.037593984962406,7.969924812030076,16.390977443609025
2019-05-17,83.18318318318319,17.26726726726727,8.85885885885886,16.516516516516518
2019-05-24,75.41229385307346,19.940029985007495,13.6431784107946,23.838080959520237
2019-05-31,52.24550898203593,22.305389221556887,22.75449101796407,33.38323353293413
2019-06-07,52.3168908819133,22.57100149476831,26.606875934230196,36.173393124065775
2019-06-14,57.01492537313433,22.686567164179106,29.850746268656714,42.38805970149254
2019-06-21,58.42026825633383,22.503725782414307,29.955290611028317,42.47391952309985
2019-06-28,77.08333333333334,20.684523809523807,30.80357142857143,41.36904761904761
2019-07-05,81.72362555720653,19.46508172362556,29.569093610698367,38.484398216939084
2019-07-12,81.75074183976261,19.13946587537092,29.673590504451035,38.57566765578635
2019-07-19,85.77777777777777,19.25925925925926,29.777777777777775,39.25925925925926
2019-07-26,87.86982248520711,19.37869822485207,29.73372781065089,39.49704142011834
2019-08-02,91.1373707533235,19.49778434268833,29.098966026587885,39.5864106351551
2019-08-09,92.47787610619469,20.058997050147493,29.20353982300885,40.56047197640118
2019-08-16,92.48895434462445,21.79675994108984,29.455081001472756,46.24447717231222
2019-08-23,90.0,27.647058823529413,41.76470588235294,57.05882352941176
2019-08-30,83.11306901615272,36.8575624082232,60.05873715124817,61.820851688693104
2019-09-06,69.64809384164224,39.73607038123167,66.56891495601172,62.75659824046921
2019-09-13,46.85212298682284,39.97071742313324,71.44948755490483,63.103953147877014
2019-09-20,46.92982456140351,40.058479532163744,74.26900584795322,62.57309941520468
2019-09-27,55.91240875912409,38.68613138686132,74.74452554744525,62.48175182481752
2019-10-04,63.26530612244898,38.775510204081634,75.36443148688046,62.53644314868805
2019-10-11,68.12227074235808,39.01018922852984,78.02037845705968,63.901018922852984
2019-10-18,67.87790697674419,42.877906976744185,83.86627906976744,67.00581395348837
2019-10-25,68.79535558780842,45.28301886792453,86.64731494920174,67.48911465892597
2019-11-01,78.84057971014494,45.36231884057971,86.66666666666667,67.53623188405797
2019-11-08,86.5412445730825,39.07380607814761,82.77858176555716,62.37337192474675
2019-11-15,86.5606936416185,26.445086705202314,69.79768786127167,52.02312138728323
2019-11-22,86.72438672438673,17.604617604617605,52.38095238095239,38.23953823953824
2019-11-29,86.74351585014409,13.112391930835734,30.835734870317005,25.360230547550433
2019-12-06,87.19424460431655,11.942446043165468,22.014388489208635,16.834532374100718
2019-12-13,87.21264367816092,12.068965517241379,20.833333333333336,16.954022988505745
2019-12-20,85.79626972740316,13.3428981348637,19.368723098995698,16.642754662840744
2019-12-27,75.50143266475645,13.46704871060172,19.484240687679083,16.7621776504298
2020-01-03,63.66237482117311,12.160228898426324,13.733905579399142,14.163090128755366
2020-01-10,45.14285714285714,3.571428571428571,8.714285714285715,10.142857142857142
2020-01-17,39.657631954350926,1.7118402282453637,6.562054208273895,4.9928673323823105
2020-01-24,39.743589743589745,1.8518518518518516,6.695156695156696,4.131054131054131
2020-01-31,71.40825035561878,1.991465149359886,6.827880512091039,4.267425320056899
2020-02-07,81.25,5.3977272727272725,8.664772727272728,12.073863636363637
2020-02-14,83.68794326241135,13.333333333333334,11.205673758865247,16.312056737588655
2020-02-21,86.40226628895185,15.29745042492918,13.031161473087819,19.688385269121813
2020-02-28,82.88543140028288,15.417256011315416,14.56859971711457,20.933521923620933
2020-03-06,77.96610169491525,32.06214689265537,38.27683615819209,52.824858757062145
2020-03-13,75.8815232722144,74.47108603667137,87.16502115655854,78.56135401974612
2020-03-20,59.014084507042256,91.12676056338029,96.90140845070422,93.94366197183098
2020-03-27,55.69620253164557,95.63994374120956,100.0,97.46835443037975
2020-04-03,65.4494382022472,95.64606741573034,100.0,97.89325842696628
2020-04-09,65.49789621318372,95.51192145862552,99.71949509116409,98.17671809256662
2020-04-17,75.63025210084034,95.51820728291317,99.57983193277312,98.31932773109243
2020-04-24,80.83916083916084,94.82517482517483,99.44055944055944,98.46153846153847
2020-05-01,80.8659217877095,94.6927374301676,99.30167597765363,98.46368715083798
2020-05-08,77.54532775453278,94.42119944211994,99.16317991631799,98.60529986052998
2020-05-15,72.14484679665738,94.01114206128133,99.025069637883,98.60724233983287
2020-05-22,71.7663421418637,93.88038942976355,98.33101529902642,98.60917941585535
2020-05-29,72.77777777777777,93.61111111111111,98.19444444444444,98.33333333333333
2020-06-05,75.17337031900139,93.06518723994452,97.91955617198336,97.78085991678225
2020-06-12,78.67036011080333,91.96675900277008,97.36842105263158,97.09141274238226
2020-06-19,84.92392807745505,89.76486860304288,95.4356846473029,96.12724757952974
2020-06-26,84.94475138121547,87.56906077348067,94.33701657458563,93.92265193370166
2020-07-02,72.9655172413793,85.79310344827587,93.79310344827586,92.27586206896552
2020-07-10,26.584022038567497,82.64462809917356,92.01101928374655,90.35812672176309
2020-07-17,18.15680880330124,80.19257221458047,89.1334250343879,88.9958734525447
2020-07-24,22.252747252747252,78.98351648351648,87.08791208791209,87.22527472527473
2020-07-31,46.776406035665296,78.05212620027436,85.59670781893004,86.14540466392319
2020-08-07,49.31506849315068,75.20547945205479,84.24657534246576,84.52054794520548
2020-08-14,50.341997264021884,66.62106703146374,79.48016415868673,81.94254445964432
2020-08-21,42.21311475409836,61.612021857923494,75.5464480874317,78.68852459016394
2020-08-28,39.42701227830832,61.39154160982264,75.03410641200546,76.12551159618009
2020-09-04,31.743869209809265,59.53678474114441,74.93188010899182,75.34059945504087
2020-09-11,34.01360544217687,44.353741496598644,62.31292517006802,71.83673469387755
2020-09-18,45.78804347826087,29.891304347826086,41.16847826086957,67.52717391304348
2020-09-25,67.84260515603799,29.036635006784262,41.2483039348711,66.62143826322931
2020-10-02,80.48780487804879,28.997289972899733,42.41192411924119,66.80216802168022
2020-10-09,86.33288227334236,29.093369418132614,44.113667117726656,66.84709066305818
2020-10-16,86.35135135135134,30.54054054054054,46.48648648648649,67.7027027027027
2020-10-23,78.13765182186235,34.68286099865047,49.932523616734144,70.04048582995951
2020-10-30,75.33692722371967,38.14016172506739,51.078167115902964,70.21563342318059
2020-11-06,70.39030955585464,43.472409152086136,58.142664872139974,72.40915208613728
2020-11-13,77.15053763440861,47.17741935483871,65.32258064516128,78.49462365591397
2020-11-20,77.18120805369128,47.78523489932886,69.12751677852349,80.53691275167785
2020-11-27,77.21179624664879,46.91689008042895,71.58176943699732,81.50134048257372
2020-12-04,75.2342704149933,43.90896921017403,71.61981258366801,81.52610441767068
2020-12-11,71.2566844919786,41.17647058823529,70.45454545454545,76.33689839572193
2020-12-18,67.8237650200267,38.45126835781041,66.22162883845127,70.76101468624833
2020-12-24,60.93333333333333,34.0,62.0,69.46666666666667
2020-12-31,67.50998668442078,28.761651131824234,58.45539280958722,65.37949400798935
2021-01-08,62.5,27.26063829787234,53.590425531914896,62.63297872340425
2021-01-15,67.59628154050465,25.232403718459494,45.55112881806109,60.1593625498008
2021-01-22,70.15915119363395,22.546419098143236,41.11405835543766,58.620689655172406
2021-01-29,76.42384105960265,19.867549668874172,37.21854304635762,57.21854304635762
2021-02-05,78.04232804232805,17.063492063492063,26.322751322751326,55.82010582010582
2021-02-12,82.56274768824306,14.663143989431967,19.682959048877148,52.443857331572
2021-02-19,89.70976253298153,13.720316622691293,14.379947229551451,46.965699208443276
2021-02-26,93.8076416337286,14.492753623188406,13.306982872200262,46.24505928853755
2021-03-05,93.8157894736842,14.605263157894738,13.421052631578947,46.31578947368421
2021-03-12,90.93298291721419,16.29434954007884,18.00262812089356,53.87647831800263
2021-03-19,82.93963254593176,17.716535433070867,21.653543307086615,57.08661417322835
2021-03-26,74.18086500655308,18.086500655307994,22.93577981651376,58.97771952817824
2021-04-01,74.21465968586386,18.19371727748691,23.298429319371728,59.16230366492147
2021-04-09,80.3921568627451,18.562091503267975,23.92156862745098,60.26143790849673
2021-04-16,86.94516971279373,19.06005221932115,24.02088772845953,60.313315926892955
2021-04-23,88.00521512385919,19.6870925684485,23.33767926988266,58.80052151238592
2021-04-30,88.02083333333334,19.791666666666664,25.130208333333332,55.989583333333336
2021-05-07,90.37711313394018,19.765929778933682,26.26788036410923,53.18595578673602
2021-05-14,92.20779220779221,20.0,27.4025974025974,53.246753246753244
2021-05-21,91.82879377431907,20.622568093385212,34.24124513618677,51.49156939040207
2021-05-28,93.65284974093264,18.78238341968912,36.52849740932643,51.42487046632125
2021-06-04,93.01423027166882,18.758085381630014,36.61060802069858,48.77102199223803
2021-06-11,91.60206718346254,16.020671834625322,28.940568475452196,38.63049095607235
2021-06-18,93.03225806451613,14.838709677419354,26.193548387096776,32.774193548387096
2021-06-25,94.9742268041237,14.948453608247423,26.15979381443299,32.08762886597938
2021-07-02,96.65379665379665,15.83011583011583,26.254826254826252,30.759330759330762
2021-07-09,96.65809768637533,16.838046272493575,27.76349614395887,29.94858611825193
2021-07-16,95.76379974326059,18.35686777920411,30.42362002567394,27.984595635430036
2021-07-23,93.84615384615384,20.76923076923077,34.61538461538461,28.076923076923077
2021-07-30,89.50064020486556,23.5595390524968,37.64404609475032,30.34571062740077
2021-08-06,86.18925831202046,24.42455242966752,35.933503836317136,29.283887468030688
2021-08-13,86.20689655172413,24.521072796934863,32.31162196679438,24.648786717752238
2021-08-20,88.9030612244898,20.28061224489796,22.448979591836736,17.21938775510204
2021-08-27,88.9171974522293,20.382165605095544,22.547770700636942,15.031847133757962
2021-09-03,88.54961832061069,21.374045801526716,24.681933842239186,14.75826972010178
2021-09-10,88.56416772554002,24.1423125794155,30.241423125794153,15.628970775095299
2021-09-17,88.70558375634518,24.238578680203045,30.329949238578678,15.736040609137056
2021-09-24,90.74778200253485,25.475285171102662,25.85551330798479,15.842839036755388
2021-10-01,90.75949367088607,26.83544303797468,27.21518987341772,19.873417721518987
2021-10-08,94.18457648546145,27.18078381795196,28.445006321112515,26.04298356510746
2021-10-15,94.6969696969697,27.27272727272727,29.797979797979796,32.323232323232325
2021-10-22,96.9735182849937,23.833543505674655,29.88650693568726,32.40857503152585
2021-10-29,97.98488664987406,21.28463476070529,28.84130982367758,32.241813602015114
2021-11-05,97.9874213836478,21.38364779874214,27.547169811320753,31.949685534591193
2021-11-12,97.23618090452261,20.979899497487438,27.386934673366838,31.532663316582916
2021-11-19,96.61229611041405,21.07904642409034,24.466750313676286,31.11668757841907
2021-11-26,96.36591478696742,21.804511278195488,18.796992481203006,31.82957393483709
2021-12-03,96.99624530663328,23.52941176470588,18.89862327909887,34.16770963704631
2021-12-10,97.125,29.375,21.625,45.25
2021-12-17,96.75405742821474,31.835205992509362,26.96629213483146,53.308364544319595
2021-12-23,95.88528678304239,34.28927680798005,27.93017456359102,55.7356608478803
2021-12-31,92.02988792029888,36.48816936488169,28.019925280199253,55.79078455790785
2022-01-07,92.03980099502488,33.2089552238806,28.48258706467662,55.348258706467654
2022-01-14,92.4223602484472,33.29192546583851,29.81366459627329,54.53416149068323
2022-01-21,95.7816377171216,33.62282878411911,32.878411910669975,54.59057071960298
2022-01-28,95.78686493184635,31.970260223048324,36.30731102850062,57.86864931846345
2022-02-04,96.28712871287128,33.04455445544555,36.386138613861384,63.49009900990099
2022-02-11,96.78615574783683,34.11619283065513,40.42027194066749,67.86155747836835
2022-02-18,95.30864197530863,34.19753086419753,48.02469135802469,72.34567901234567
2022-02-25,95.31442663378546,34.2786683107275,53.88409371146733,75.46239210850801
2022-03-04,91.7487684729064,32.26600985221675,53.94088669950739,76.23152709359606
2022-03-11,87.20787207872078,27.552275522755227,49.938499384993854,76.50676506765068
2022-03-18,85.5036855036855,22.85012285012285,48.52579852579852,79.60687960687962
2022-03-25,85.39877300613496,20.858895705521473,47.97546012269939,82.33128834355828
2022-04-01,82.35294117647058,18.75,48.529411764705884,83.45588235294117
2022-04-08,79.43696450428396,18.115055079559365,49.326805385556916,83.84332925336597
2022-04-14,73.34963325183375,18.09290953545232,49.38875305623472,83.98533007334963
2022-04-22,65.07936507936508,18.192918192918192,53.96825396825397,84.37118437118437
2022-04-29,65.1219512195122,20.365853658536583,58.536585365853654,85.24390243902438
2022-05-06,56.1510353227771,26.9183922046285,65.04263093788063,87.6979293544458
2022-05-13,31.386861313868614,33.941605839416056,73.35766423357664,89.29440389294405
2022-05-20,12.27217496962333,43.377885783718106,79.10085054678008,89.91494532199272
2022-05-27,12.37864077669903,48.05825242718447,81.31067961165049,90.29126213592234
2022-06-03,32.84848484848485,52.72727272727272,81.93939393939394,90.54545454545455
2022-06-10,53.510895883777245,57.6271186440678,83.89830508474576,90.92009685230025
2022-06-17,62.756952841596124,66.26360338573156,84.5223700120919,90.9310761789601
2022-06-24,60.02415458937198,74.39613526570048,85.86956521739131,90.94202898550725
2022-07-01,56.09167671893848,78.52834740651387,88.66103739445114,91.43546441495778
2022-07-08,40.72289156626506,79.27710843373494,89.87951807228916,92.16867469879519
2022-07-15,26.47412755716005,79.42238267148014,90.01203369434417,92.17809867629362
2022-07-22,23.076923076923077,79.44711538461539,90.14423076923077,92.1875
2022-07-29,34.57382953181273,78.75150060024009,90.15606242496999,91.71668667466987
2022-08-05,23.741007194244602,76.2589928057554,89.568345323741,90.7673860911271
2022-08-12,23.832335329341316,67.66467065868264,87.90419161676647,90.05988023952096
2022-08-19,25.11961722488038,62.67942583732058,86.1244019138756,88.39712918660287
